date,ind,maxtp,ind.1,mintp,igmin,gmin,ind.2,rain,cbl,wdsp,ind.3,hm,ind.4,ddhm,ind.5,hg,soil,pe,evap,smd_wd,smd_md,smd_pd,glorad
28-Jan-12,0,4.6,0,-1,0,-5,0,1,1022.7,3.2,0,7,0,320,0,11,3.162,0.2,0.3,0,-0.8,-9.8,233
29-Jan-12,0,9.1,0,4.3,0,-0.6,0,24.6,1019.4,4.8,0,12,0,190,0,16,5.925,0.3,0.4,0,-10,-10,133
30-Jan-12,0,5.5,0,3.8,0,4,0,1.8,1014.4,9.1,0,12,0,120,0,19,5.566,0.3,0.5,0,-1.5,-10,170
31-Jan-12,0,4.8,0,2.8,0,2.7,0,0.1,1018.2,6.5,0,11,0,110,0,18,4.664,0.6,0.8,0.5,0.5,-9,232
01-Feb-12,0,4.1,0,-3.9,0,-3.6,0,0,1026.7,3.8,0,8,0,80,0,13,3.01,0.3,0.5,0.8,0.8,-8.2,504
02-Feb-12,0,3.1,0,-4.4,0,-9.8,0,0,1029.6,3.7,0,10,0,140,0,15,0.932,0.3,0.5,1.1,1.1,-7.5,519
03-Feb-12,0,5.1,0,-4.2,0,-9.1,0,0,1029.1,5.2,0,14,0,170,0,20,0.62,0.3,0.5,1.4,1.4,-6.8,536
04-Feb-12,0,8.6,0,3.6,0,-2.3,0,3.6,1021.5,6.8,0,15,0,270,0,29,3.513,0.5,0.6,0,-1.7,-9.6,134
05-Feb-12,0,7.4,0,2.3,0,-0.6,0,0.6,1021.7,3.5,0,7,0,270,0,11,3.926,0.4,0.6,0,-0.2,-9.3,243
06-Feb-12,0,8.6,0,5.1,0,3.4,0,1.5,1026.4,2.3,0,6,0,350,0,8,5.938,0.3,0.4,0,-1.2,-10,199
07-Feb-12,0,7.1,0,0.8,0,-2.1,0,0,1029.9,5.7,0,13,0,120,0,19,4.565,0.3,0.4,0.3,0.3,-9.2,448
08-Feb-12,0,5.3,0,3.8,0,-0.1,0,0,1030.7,9.5,0,14,0,150,0,21,4.232,0.6,0.8,0.9,0.9,-8.1,80
09-Feb-12,0,10,0,5.2,0,3.6,0,1.4,1028.1,4.8,0,9,0,160,0,14,5.946,0.5,0.6,0,0,-8.7,201
10-Feb-12,0,10.4,0,6.8,0,6.1,0,1.9,1024.9,2.8,0,11,0,170,0,16,7.417,0.4,0.5,0,-1.5,-9.7,222
11-Feb-12,0,7.1,0,5.1,0,5.3,0,7.3,1025.9,8.5,0,12,0,160,0,18,6.843,0.3,0.4,0,-7,-10,214
12-Feb-12,0,7.3,0,3.7,0,-0.5,0,0,1029,3,0,7,0,260,0,10,6.125,0.4,0.5,0.4,0.4,-9.1,193
13-Feb-12,0,8.6,0,5.1,0,2.9,0,0.3,1026.8,7.6,0,13,0,330,0,23,6.211,0.5,0.7,0.6,0.6,-8.4,326
14-Feb-12,0,9.2,0,5.2,0,4.2,0,0,1025.9,9.2,0,16,0,310,0,29,5.893,0.7,1,1.3,1.3,-7.3,511
15-Feb-12,0,10.4,0,7,0,5.5,0,0,1026,9,0,14,0,330,0,23,6.951,1,1.2,2.3,2.3,-6,417
16-Feb-12,0,10.3,0,5.7,0,4.2,0,0,1022.5,9.4,0,15,0,280,0,22,7.063,0.6,0.9,2.9,2.9,-5,251
17-Feb-12,0,11.8,0,8.2,0,7.3,0,0.4,1012.7,9.3,0,14,0,250,0,21,8.735,0.7,0.9,3.2,3.2,-4.5,225
18-Feb-12,0,8.5,0,1.2,0,4.9,0,2.8,1006,11.3,0,22,0,290,0,31,6.979,0.5,0.8,0.9,0.9,-6.6,760
19-Feb-12,0,8.1,0,0.9,0,-1.6,0,0,1018.3,5.3,0,10,0,270,0,14,4.118,0.8,1.1,1.6,1.6,-5.4,666
20-Feb-12,0,9.7,0,1.9,0,-2.7,0,0,1019.7,10.5,0,15,0,210,0,22,5.029,0.7,1,2.3,2.3,-4.5,358
21-Feb-12,0,12.9,0,8.4,0,6,0,0.2,1014.1,10.2,0,18,0,160,0,26,8.186,0.9,1.2,3,3,-3.6,484
22-Feb-12,0,14.7,0,9.9,0,8.6,0,2.4,1008.8,13.9,0,20,0,260,0,30,9.927,0.8,1.1,1.4,1.4,-5,362
23-Feb-12,0,14.8,0,11.2,0,10.2,0,0,1014.5,8.4,0,13,0,240,0,20,10.8,0.9,1.2,2.3,2.3,-3.8,380
24-Feb-12,0,12.1,0,5.5,0,9.5,0,0.8,1019.8,5.1,0,10,0,220,0,17,9.995,0.7,0.9,2.1,2.1,-3.8,447
25-Feb-12,0,10.2,0,5.2,0,2,0,0,1021.8,3.8,0,9,0,260,0,14,8.775,0.8,1.2,2.9,2.9,-2.8,1100
26-Feb-12,0,11.2,0,2.8,0,-1.4,0,0.2,1019.3,6.7,0,14,0,200,0,17,8.592,0.6,0.9,3.3,3.3,-2.2,527
27-Feb-12,0,11.9,0,8.6,0,6.6,0,1,1015.5,6.5,0,11,0,260,0,17,9.158,0.7,0.9,3,3,-2.5,180
28-Feb-12,0,12.2,0,8.5,0,9.4,0,0,1015.8,4.4,0,8,0,180,0,12,10.035,0.8,1,3.7,3.7,-1.6,400
29-Feb-12,0,11.9,0,7.9,0,6.2,0,0.1,1013.7,9.8,0,22,0,190,0,29,9.122,1,1.4,4.6,4.6,-0.6,567
01-Mar-12,0,14.3,0,7.9,0,7.1,0,0,1016.1,7.8,0,14,0,190,0,20,9.7,1.2,1.7,5.8,5.8,0.7,913
02-Mar-12,0,10.7,0,7.3,0,3,0,0,1012.2,8.4,0,13,0,170,0,21,9.003,0.8,1.2,6.6,6.6,1.5,619
03-Mar-12,0,10.8,0,4,0,2.7,0,4.8,1005.2,8.8,0,18,0,160,0,29,8.535,0.9,1.4,2.6,2.6,-2.3,835
04-Mar-12,0,7.5,0,0.8,0,-3.3,0,1.4,1014.8,6.8,0,15,0,300,0,24,6.039,1.1,1.5,2.3,2.3,-2.6,1063
05-Mar-12,0,9.8,0,0.8,0,-4.5,0,0,1021.3,5.3,0,11,0,280,0,16,5.541,1,1.4,3.2,3.2,-1.4,998
06-Mar-12,0,10.6,0,-0.2,0,-4.6,0,0.6,1012.3,9.8,0,17,0,180,0,25,5.407,0.4,0.7,3.1,3.1,-1.5,289
07-Mar-12,0,11.5,0,4.1,0,4.8,0,1,1010.2,13,0,22,0,280,0,36,7.747,1,1.7,3.1,3.1,-1.4,1177
08-Mar-12,0,13.6,0,2.2,0,-0.6,0,0,1020.4,7.8,0,14,0,230,0,20,6.955,1.3,1.8,4.4,4.4,0,943
09-Mar-12,0,15.8,0,7.2,0,4.6,0,0,1024.6,11.2,0,18,0,250,0,24,9.271,1.5,2,5.8,5.8,1.5,787
10-Mar-12,0,13.4,0,10.1,0,7.6,0,0,1030,6.2,0,11,0,280,0,16,10.345,1,1.3,6.7,6.7,2.5,524
11-Mar-12,0,12,0,7.8,0,8,0,0,1031.2,2.7,0,7,0,270,0,9,10.465,0.8,1.1,7.5,7.5,3.3,490
12-Mar-12,0,10.8,0,7.6,0,8,0,0,1028,2.7,0,7,0,130,0,10,10.372,0.7,1,8.2,8.2,4,386
13-Mar-12,0,8.5,0,6.1,0,6.3,0,0,1026.4,3.5,0,7,0,150,0,10,9.27,0.7,1,8.8,8.8,4.7,374
14-Mar-12,0,9.3,0,5.9,0,5.7,0,0,1021.8,6.3,0,11,0,180,0,14,8.7,0.8,1.1,9.6,9.6,5.6,404
15-Mar-12,0,12.2,0,6.8,0,6.2,0,0,1014.4,6.7,0,13,0,170,0,18,9.38,1,1.4,10.5,10.5,6.6,665
16-Mar-12,0,10.6,0,6.4,0,9.1,0,3.9,1006.2,7.6,0,14,0,180,0,21,9.628,0.6,0.9,7.2,7.2,3.3,217
17-Mar-12,0,10.4,0,3.2,0,-0.8,0,2.8,1002.5,3.7,0,10,0,150,0,19,8.507,1,1.4,5.4,5.4,1.5,849
18-Mar-12,0,11.1,0,2,0,-0.6,0,0.1,1013.5,6.6,0,12,0,340,0,20,8.205,1.6,2.3,6.7,6.7,3,1523
19-Mar-12,0,11.8,0,0.8,0,-4.6,0,0,1023.4,7,0,14,0,230,0,20,7.237,1.1,1.6,7.8,7.8,4.1,709
20-Mar-12,0,12.8,0,7.1,0,4.2,0,0,1025.4,7.9,0,13,0,210,0,19,8.58,1.3,1.7,9,9,5.4,551
21-Mar-12,0,10.4,0,4.4,0,6.9,0,0,1024.8,5.1,0,9,0,170,0,13,8.785,0.9,1.2,9.8,9.8,6.3,397
22-Mar-12,0,14.7,0,0.1,0,-4,0,1.5,1020,5.1,0,12,0,90,0,20,8.098,1.4,1.9,9.6,9.6,6.2,1059
23-Mar-12,0,12.1,0,5.9,0,2.1,0,1.9,1016.2,7.7,0,13,0,150,0,20,8.953,1.1,1.6,8.7,8.7,5.4,741
24-Mar-12,0,16.9,0,4.5,0,-0.6,0,0,1018.3,7.3,0,16,0,120,0,24,9.145,1.8,2.5,10.4,10.4,7.2,1208
25-Mar-12,0,17.5,0,6.3,0,0.8,0,0,1023.5,5.3,0,11,0,120,0,15,10.747,2.2,3,12.3,12.3,9.4,1619
26-Mar-12,0,16.8,0,1.5,0,-3.5,0,0,1027.3,3.9,0,12,0,130,0,17,10.457,2,2.8,14.1,14.1,11.4,1745
27-Mar-12,0,18.5,0,1.9,0,-2.9,0,0,1028.2,3,0,8,0,120,0,13,10.84,2.2,3,16,16,13.5,1786
28-Mar-12,0,18.9,0,-0.2,0,-5.2,0,0,1026.9,2.2,0,5,0,350,0,8,10.839,2,2.8,17.7,17.7,15.4,1647
29-Mar-12,0,17.8,0,2.3,0,-2.5,0,0,1025.1,4.7,0,11,0,350,0,17,11.17,2.2,3,19.5,19.5,17.5,1692
30-Mar-12,0,11.6,0,6.9,0,3.6,0,0,1020.7,7.2,0,11,0,350,0,17,10.208,1.1,1.5,20.4,20.4,18.5,467
31-Mar-12,0,11.3,0,1.7,0,7.5,0,0,1016.1,6.3,0,10,0,10,0,16,10.125,1.1,1.5,21.3,21.3,19.5,639
01-Apr-12,0,11.8,0,0.3,0,-4.6,0,0,1013.8,2.7,0,6,0,280,0,10,8.661,1.2,1.7,22.3,22.3,20.6,961
02-Apr-12,0,10.1,0,6.7,0,5.4,0,0,1005.8,3.7,0,7,0,320,0,14,9.657,1,1.3,23,23,21.4,527
03-Apr-12,0,8.7,0,1.6,0,-0.6,0,1,1001.9,11.3,0,20,0,0,0,30,8.282,1.3,2.1,23.1,23.1,21.6,1090
04-Apr-12,0,7.9,0,0.4,0,-0.1,0,0.5,1011,12.9,0,23,0,20,0,37,6.422,1.8,2.8,24,24,22.7,1309
05-Apr-12,0,9.7,0,0.4,0,-1.4,0,0,1016.1,6.1,0,11,0,0,0,18,8.422,1.9,2.8,25.5,25.5,24.3,1731
06-Apr-12,0,11.3,0,2,0,-3.9,0,0,1011.3,5.6,0,11,0,290,0,16,9.36,1.2,1.7,26.4,26.4,25.3,866
07-Apr-12,0,13.5,0,8.1,0,7.3,0,0,1009,7.7,0,12,0,0,0,18,11.157,1.6,2.2,27.6,27.6,26.7,1008
08-Apr-12,0,11.6,0,7.6,0,6.8,0,0.6,1003.5,8.7,0,16,0,260,0,22,10.712,1.4,1.9,28,28,27.2,659
09-Apr-12,0,11.8,0,3.9,0,6.7,0,6.3,986,8.2,0,16,0,240,0,28,9.693,1.1,1.7,22.5,22.5,21.8,737
10-Apr-12,0,11.2,0,2.6,0,-0.3,0,0.6,982.4,8.4,0,16,0,280,0,28,8.389,1.9,2.9,23.4,23.4,22.9,1665
11-Apr-12,0,12.8,0,2.1,0,-1.6,0,2.2,991.7,5.6,0,12,0,330,0,21,8.881,2,2.9,22.8,22.8,22.5,1680
12-Apr-12,0,12.5,0,1,0,-2.7,0,0.7,998,3.2,0,9,0,250,0,14,9.625,1.6,2.2,23.4,23.4,23.1,1241
13-Apr-12,0,11.5,0,2.8,0,4.6,0,3.1,999.1,3.9,0,7,0,350,0,11,10.337,1.6,2.2,21.5,21.5,21.4,1178
14-Apr-12,0,9.8,0,0.8,0,-0.1,0,0,1006.8,6.8,0,13,0,10,0,22,8.653,1.7,2.4,22.9,22.9,22.9,1297
15-Apr-12,0,10,0,-0.7,0,-5.4,0,0,1016.7,5.1,0,9,0,10,0,16,8.174,2,2.9,24.5,24.5,24.7,1791
16-Apr-12,0,10.3,0,3.7,0,-0.2,0,3.9,1006,10.5,0,18,0,180,0,26,8.695,1.1,1.8,21.4,21.4,21.7,872
17-Apr-12,0,10.4,0,5.3,0,3.5,0,6.5,981.9,11,0,20,0,190,0,32,9.142,1.4,2.3,16,16,16.4,1330
18-Apr-12,0,11.3,0,4.7,0,4.3,0,5.9,975.6,7.4,0,12,0,340,0,19,8.92,1.6,2.3,11.5,11.5,12,1057
19-Apr-12,0,12.9,0,1.9,0,-1.5,0,1.3,983.8,6.7,0,13,0,280,0,19,9.076,2.1,3.1,12.1,12.1,12.7,1741
20-Apr-12,0,10.6,0,3.5,0,-0.4,0,0.9,986.8,6.2,0,18,0,250,0,26,9.27,2,2.9,12.9,12.9,13.7,1618
21-Apr-12,0,12.9,0,3.5,0,-0.9,0,0.4,991.6,8,0,16,0,300,0,28,9.235,2.2,3.2,14.4,14.4,15.5,1665
22-Apr-12,0,12.3,0,5.2,0,2.4,0,6.4,993.1,5.9,0,17,0,280,0,22,9.92,1.7,2.5,9.6,9.6,10.7,1196
23-Apr-12,0,11.6,0,4,0,0.9,0,2.5,990.3,5.5,0,12,0,30,0,21,10.03,1.6,2.3,8.5,8.5,9.8,1174
24-Apr-12,0,11.5,0,4.9,0,3.3,0,5.5,989.2,4,0,10,0,80,0,17,10.84,1.9,2.6,4.7,4.7,6.2,1443
25-Apr-12,0,9.4,0,5.6,0,1.8,0,1,978.4,11.1,0,18,0,50,0,28,8.96,1.4,2.1,5.1,5.1,6.6,820
26-Apr-12,0,9.5,0,6.2,0,5.8,0,5.9,987.9,9.9,0,14,0,350,0,27,8.75,1.1,1.7,0.2,0.2,1.8,624
27-Apr-12,0,9.9,0,1.7,0,4.1,0,0.2,1005.9,6.8,0,11,0,0,0,21,9.012,1.4,2,1.4,1.4,3,946
28-Apr-12,0,10.7,0,-0.4,0,-3.1,0,0,1013.3,8,0,14,0,40,0,24,8.088,1.8,2.7,3.1,3.1,4.7,1484
29-Apr-12,0,7.3,0,1.5,0,-0.3,0,0.5,1005.8,13.8,0,23,0,20,0,41,6.513,1.1,1.9,3.7,3.7,5.3,769
30-Apr-12,0,12.6,0,4.9,0,3.6,0,0.4,1003.6,9.6,0,17,0,60,0,26,8.818,1.4,2.1,4.7,4.7,6.4,813
01-May-12,0,11.7,0,6.7,0,7,0,8.8,1011.8,8.1,0,13,0,40,0,22,9.552,0.9,1.3,0,-3.2,-1.5,438
02-May-12,0,14.8,0,5.6,0,1.7,0,0.5,1014.7,4.6,0,10,0,0,0,15,11.665,2.1,2.9,1.6,1.6,0.1,1576
03-May-12,0,14.6,0,5.9,0,5.8,0,0,1007.3,5.3,0,10,0,0,0,15,12.975,2.1,3,3.7,3.7,2.3,1628
04-May-12,0,11.5,0,5.2,0,1.3,0,0,1002.3,5.6,0,11,0,20,0,16,10.608,1.1,1.5,4.7,4.7,3.3,501
05-May-12,0,9.6,0,1,0,1.2,0,0,1005.5,4.7,0,10,0,20,0,18,9.677,1.6,2.2,6.3,6.3,4.9,1159
06-May-12,0,10.2,0,-2.1,0,-7.6,0,0,1005.5,4,0,11,0,130,0,15,9.271,1.7,2.4,7.8,7.8,6.6,1499
07-May-12,0,13.4,0,5.9,0,4.2,0,11.6,1000.1,9.3,0,18,0,170,0,26,10.718,2.2,3.3,0,-1.7,-2.8,1583
08-May-12,0,12.4,0,4.2,0,4,0,2.4,997.4,5.3,0,10,0,290,0,15,11.22,1.8,2.6,0,-0.6,-3.2,1255
09-May-12,0,11.5,0,2.9,0,1.1,0,3.4,996.2,4.8,0,10,0,90,0,18,9.72,1.3,1.9,0,-2.1,-5.1,826
10-May-12,0,13.5,0,7.1,0,7.4,0,7.2,998.2,4.8,0,15,0,270,0,19,11.173,1.2,1.6,0,-6,-10,742
11-May-12,0,11.9,0,3.9,0,5.8,0,1.2,1018.2,8.3,0,16,0,330,0,29,11.275,2.5,3.8,1.3,1.3,-8.2,2154
12-May-12,0,14.2,0,0.2,0,-4.5,0,0,1031.9,4.3,0,10,0,260,0,19,10.627,2.2,3.1,3.5,3.5,-5.6,1690
13-May-12,0,16,0,2.5,0,-1.5,0,0,1019.8,11.8,0,20,0,220,0,30,10.962,2.9,4.5,6.3,6.3,-2.4,2122
14-May-12,0,13.1,0,4.5,0,3,0,3.5,1007.9,10,0,20,0,260,0,30,11.483,2.5,4,5.1,5.1,-3.3,2133
15-May-12,0,13.3,0,2.2,0,0.3,0,0.1,1014.6,8,0,13,0,320,0,24,10.958,2.9,4.4,7.8,7.8,-0.4,2364
16-May-12,0,12.2,0,0.6,0,-3.8,0,0,1016.9,3.6,0,9,0,190,0,13,11.14,2,2.8,9.6,9.6,1.7,1561
17-May-12,0,11.9,0,6.5,0,5.1,0,0.5,1008.1,3.1,0,9,0,130,0,13,12.16,1.7,2.3,10.7,10.7,2.9,1088
18-May-12,0,12.1,0,6.7,0,6.2,0,2.7,1001.3,6.5,0,13,0,20,0,21,11.33,1.4,1.9,9.3,9.3,1.6,698
19-May-12,0,10.3,0,7.4,0,7.4,0,0.4,1004,5,0,9,0,20,0,15,10.417,0.9,1.2,9.7,9.7,2.1,337
20-May-12,0,15.3,0,6.9,0,6.2,0,0,1005.2,3,0,8,0,130,0,13,13.08,2.3,3,11.8,11.8,4.3,1557
21-May-12,0,17.4,0,4.8,0,0.4,0,0,1005.1,5,0,12,0,190,0,16,14.055,2.8,3.8,14.2,14.2,7.1,1975
22-May-12,0,17,0,8.7,0,6.6,0,0,1010.5,7.5,0,11,0,170,0,16,14.302,1.7,2.5,15.7,15.7,8.8,1065
23-May-12,0,17.4,0,10.4,0,11.1,0,0,1017.6,7.4,0,11,0,210,0,16,16.278,2.7,3.9,18,18,11.5,1838
24-May-12,0,24,0,6.6,0,2.1,0,0,1020.3,2.2,0,5,0,130,0,9,18.47,3.9,5,21.3,21.3,15.3,2587
25-May-12,0,25.6,0,10.4,0,7.1,0,0,1016,4.9,0,12,0,90,0,19,20.63,3.9,5.3,24.4,24.4,19,2400
26-May-12,0,24,0,13.5,0,9.8,0,0,1012,7.2,0,15,0,70,0,23,21.595,4.8,6.4,28.1,28.1,23.4,2746
27-May-12,0,22.9,0,11.5,0,7.4,0,0,1010.8,5.1,0,12,0,140,0,18,22.1,4.3,5.8,31.3,31.3,27.1,2686
28-May-12,0,19,0,8.7,0,5.3,0,0,1010.5,6.5,0,13,0,170,0,19,20.003,3.1,4.5,33.6,33.6,29.7,2182
29-May-12,0,19.1,0,8.3,0,4.1,0,0,1010.2,5.4,0,11,0,190,0,15,18.25,2.5,3.4,35.3,35.3,31.7,1526
30-May-12,0,20.1,0,11.5,0,8.5,0,1.9,1010.2,3.3,0,9,0,280,0,12,18.015,2.1,2.7,34.8,34.8,31.4,1055
31-May-12,0,16.9,0,12.4,0,11.4,0,6,1011.7,5,0,9,0,280,0,12,16.84,1.4,1.9,29.8,29.8,26.5,763
01-Jun-12,0,20,0,13.7,0,13.9,0,0.8,1011.6,3.3,0,7,0,120,0,12,18.628,2.3,3,30.7,30.7,27.7,1314
02-Jun-12,0,17.7,0,12.7,0,12.3,0,15.7,1003.5,3.7,0,8,0,80,0,13,17.42,2,2.6,16.4,16.4,13.6,940
03-Jun-12,0,13.6,0,7,0,10.1,0,7.5,1001.5,8.2,0,15,0,0,0,25,14.025,0.8,1.2,9.5,9.5,6.8,442
04-Jun-12,0,15.3,0,5.4,0,1.9,0,0,1009.3,4.5,0,7,0,120,0,12,14.33,2.6,3.5,11.9,11.9,9.4,1796
05-Jun-12,0,13.7,0,8.2,0,7.2,0,2.1,1000.7,5.2,0,11,0,130,0,18,13.917,1.3,1.7,10.9,10.9,8.6,711
06-Jun-12,0,17.9,0,8.4,0,5.5,0,0.1,991.3,4.7,0,12,0,200,0,17,15.745,2.4,3.2,13,13,10.8,1428
07-Jun-12,0,14.8,0,10.9,0,10.2,0,22.5,983.3,6.1,0,11,0,70,0,20,14.203,1,1.3,0,-8.7,-10,430
08-Jun-12,0,12.8,0,9.6,0,10.5,0,15.6,988.3,16,0,23,0,270,0,35,12.74,1.2,2,0,-10,-10,752
09-Jun-12,0,17.5,0,8.8,0,7.9,0,0,1001.2,7.9,0,13,0,250,0,21,15.13,3.8,5.6,3.8,3.8,-5.7,2709
10-Jun-12,0,18.8,0,6.4,0,2.3,0,0,1000.8,3.1,0,8,0,180,0,13,16.517,2.9,3.8,6.6,6.6,-2.5,1847
11-Jun-12,0,18.1,0,9.9,0,7.9,0,1.4,999.8,2.8,0,8,0,290,0,11,17.423,2.8,3.7,7.9,7.9,-1,1769
12-Jun-12,0,14.7,0,9.9,0,8.8,0,4.4,1004.2,2.2,0,7,0,110,0,11,15.658,1.6,2.1,5,5,-3.7,926
13-Jun-12,0,16.1,0,9.9,0,9.4,0,3.7,1007.2,3.1,0,9,0,140,0,13,16.093,2.1,2.7,3.2,3.2,-5.1,1257
14-Jun-12,0,13.7,0,9.9,0,7.5,0,8.6,999.5,8.7,0,14,0,110,0,27,14.208,1.4,2,0,-4,-10,774
15-Jun-12,0,15.8,0,11.6,0,9.6,0,11.5,989.2,11.8,0,17,0,170,0,24,14.46,1.8,2.8,0,-9.7,-10,1125
16-Jun-12,0,15,0,10.2,0,11.5,0,6.4,994.5,9.9,0,17,0,280,0,25,14.84,1.8,2.7,0,-4.6,-10,1164
17-Jun-12,0,16.2,0,9.3,0,8.9,0,0.4,1006.5,4.2,0,11,0,140,0,16,15.425,2.6,3.5,2.2,2.2,-7.3,1628
18-Jun-12,0,17,0,6.2,0,2.5,0,0.1,1007.6,6.1,0,16,0,180,0,21,15.302,2.4,3.4,4.5,4.5,-4.6,1758
19-Jun-12,0,17.7,0,6.3,0,3.5,0,0,1009.3,5.5,0,12,0,190,0,16,16.02,3.2,4.4,7.6,7.6,-1.2,2274
20-Jun-12,0,18.1,0,7.9,0,5.2,0,8.8,1006,5.1,0,10,0,140,0,17,17.02,2.9,4,1.5,1.5,-7,1956
21-Jun-12,0,15.8,0,10.5,0,10.4,0,18,997.4,5.4,0,11,0,90,0,18,14.948,1.2,1.6,0,-10,-10,534
22-Jun-12,0,17,0,10.7,0,10.7,0,6.7,1000.5,13.4,0,23,0,270,0,33,14.903,2.9,4.5,0,-3.2,-10,1856
23-Jun-12,0,15,0,10.2,0,9.1,0,2.3,1005.1,8.9,0,17,0,210,0,24,14.302,1.6,2.4,0,-0.7,-10,935
24-Jun-12,0,20,0,10.5,0,8.7,0,0,1005.8,6.4,0,13,0,280,0,18,16.272,3.1,4.2,3.1,3.1,-6.4,1841
25-Jun-12,0,18.7,0,9,0,5.9,0,0,1010.4,4.6,0,10,0,140,0,14,17.243,2.8,3.8,5.8,5.8,-3.3,1784
26-Jun-12,0,22.8,0,12.2,0,12,0,1,1008.8,7.5,0,12,0,190,0,17,18.17,2.5,3.4,7.2,7.2,-1.6,1281
27-Jun-12,0,20,0,14.1,0,14.6,0,3.2,1005,7.5,0,13,0,180,0,18,18.79,2.2,3.1,6.1,6.1,-2.5,1299
28-Jun-12,0,19.4,0,13.3,0,13.7,0,18,993.1,10.5,0,20,0,190,0,28,18.562,2.8,4.3,0,-9.3,-10,1935
29-Jun-12,0,18.7,0,12.5,0,11,0,3,988.2,10.6,0,17,0,190,0,26,17.335,2.5,3.7,0,-0.5,-10,1515
30-Jun-12,0,15.6,0,10.1,0,10.6,0,0.8,996.8,10,0,19,0,250,0,26,16.05,2.7,4,1.9,1.9,-7.6,1793
01-Jul-12,0,16,0,10.6,0,8.6,0,1.1,1002.3,9.7,0,15,0,280,0,20,15.113,2.2,3.2,2.9,2.9,-6.1,1368
02-Jul-12,0,19.5,0,13.2,0,12.9,0,11.9,1000.2,6.6,0,12,0,190,0,17,17.635,2.2,3.2,0,-6.8,-10,1456
03-Jul-12,0,16,0,13.1,0,12.7,0,1.4,999.1,8.1,0,14,0,160,0,20,16.51,1,1.5,0,-0.4,-9.9,490
04-Jul-12,0,17.7,0,10.7,0,9.7,0,1.9,998.7,5.6,0,12,0,170,0,16,17.255,2.3,3.3,0.4,0.4,-9,1569
05-Jul-12,0,19.5,0,10.5,0,6.2,0,0.4,1002.3,2.5,0,7,0,130,0,10,17.89,2.3,3,2.3,2.3,-6.6,1327
06-Jul-12,0,16.7,0,8.3,0,4.8,0,10.8,1000.7,5.9,0,14,0,0,0,25,15.91,1,1.3,0,-7.6,-10,507
07-Jul-12,0,19.9,0,13.4,0,12.4,0,0,1000,6.7,0,12,0,20,0,19,18.475,3.2,4.4,3.2,3.2,-6.3,1942
08-Jul-12,0,15.1,0,11.3,0,11.8,0,0.9,1002.9,5.6,0,10,0,310,0,16,16.345,1.1,1.4,3.4,3.4,-5.8,440
09-Jul-12,0,16.3,0,10.6,0,9.9,0,4.3,1004.9,4.9,0,12,0,340,0,19,16.427,1.8,2.4,0.8,0.8,-8,1073
10-Jul-12,0,17,0,9.9,0,9.4,0,2.9,1005.2,6.9,0,13,0,260,0,23,16.003,2.2,3.1,0.1,0.1,-8.3,1404
11-Jul-12,0,16.5,0,7.9,0,7,0,0,1005.6,6.3,0,11,0,320,0,18,16.415,2.7,3.8,2.8,2.8,-5.2,1866
12-Jul-12,0,15.2,0,6.1,0,2.4,0,7.8,1001.4,4.7,0,11,0,120,0,17,14.74,1.8,2.5,0,-3.3,-10,1191
13-Jul-12,0,15.9,0,10.2,0,10.4,0,0.7,995.3,4.7,0,9,0,30,0,15,15.09,1.2,1.6,0.5,0.5,-9,619
14-Jul-12,0,15.1,0,10.3,0,10.2,0,0,1001.6,5.6,0,10,0,290,0,16,15.36,2,2.7,2.5,2.5,-6.5,1178
15-Jul-12,0,18.6,0,9.2,0,8.1,0,0.5,1007.9,7.2,0,15,0,210,0,22,15.778,2.9,4.1,4.8,4.8,-3.8,1909
16-Jul-12,0,18.6,0,12.4,0,11.4,0,5.4,1009.7,9.9,0,18,0,280,0,27,16.29,1.6,2.3,0.9,0.9,-7.5,948
17-Jul-12,0,24.1,0,13.6,0,13.2,0,5.6,1010.7,9.4,0,17,0,230,0,25,18.198,3.3,4.5,0,-1.5,-9.4,1756
18-Jul-12,0,19.6,0,12.6,0,13.2,0,1.7,1004.2,10,0,19,0,260,0,25,18.288,2.7,4,1,1,-7.9,1791
19-Jul-12,0,15.8,0,9.8,0,7.9,0,0,1005.8,6.2,0,11,0,260,0,16,16.048,2,2.8,3,3,-5.5,1280
20-Jul-12,0,17.5,0,8.1,0,9.7,0,0,1012,4,0,8,0,330,0,13,16.8,2.6,3.5,5.6,5.6,-2.6,1634
21-Jul-12,0,20,0,6.2,0,1.8,0,0,1016.3,5.8,0,12,0,180,0,18,16.76,3,4.1,8.4,8.4,0.5,1911
22-Jul-12,0,18.9,0,12.8,0,11,0,0.2,1014.5,10.6,0,16,0,190,0,23,16.38,1.5,2.1,9.5,9.5,1.7,619
23-Jul-12,0,21.8,0,16.4,0,16,0,0,1010.2,11.3,0,16,0,180,0,23,18.49,2.2,3.1,11.5,11.5,3.9,1136
24-Jul-12,0,20,0,15.2,0,16.1,0,9.3,1009.6,5.6,0,8,0,170,0,12,18.825,1.5,2,3.5,3.5,-3.9,785
25-Jul-12,0,19.7,0,13.6,0,13.5,0,0.1,1012.2,4.2,0,9,0,330,0,14,18.497,1.9,2.4,5.2,5.2,-2,940
26-Jul-12,0,22.6,0,10.7,0,7.8,0,0,1012,3.9,0,11,0,270,0,15,19.7,3.5,4.6,8.6,8.6,1.6,2143
